,Name,Temp,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
644,Erzin,47.8,75,TR,2019-12-30,93,36.95,36.2,48.99,5.82
645,Aginskoye,-12.73,2,RU,2019-12-30,75,51.11,114.54,-12.73,5.99
646,Baykit,-6.99,97,RU,2019-12-30,98,61.68,96.39,-6.99,2.68
647,Khatanga,-22.99,77,RU,2019-12-30,88,71.98,102.47,-22.99,9.17
648,Payakumbuh,68.07,88,ID,2019-12-30,97,-0.23,100.63,68.07,1.74
649,Ko Samui,80.65,36,TH,2019-12-30,76,9.54,99.94,80.65,12.17
650,Doembang Nangbuat,77.0,82,TH,2019-12-30,60,14.85,100.1,77.0,6.02
651,Chiang Rai,62.6,90,TH,2019-12-30,100,19.9,99.84,62.6,2.75
652,Dali,24.06,0,CN,2019-12-30,14,34.79,109.94,24.06,15.93
653,Yaan,77.7,12,NG,2019-12-30,17,7.38,8.57,77.7,2.91
654,Xining,14.41,94,CN,2019-12-30,44,36.62,101.77,14.41,4.99
655,Zhangye,18.66,39,CN,2019-12-30,46,38.94,100.46,18.66,0.94
656,Hovd,41.4,75,NO,2019-12-30,86,63.83,10.7,45.0,23.04
657,Moron,79.86,7,HT,2019-12-30,79,18.56,-74.26,79.86,8.03
658,Atagay,2.88,100,RU,2019-12-30,82,55.1,99.39,2.88,4.81
659,Kodinsk,-13.52,100,RU,2019-12-30,93,58.6,99.18,-13.52,2.89
660,Tura,-27.51,0,RU,2019-12-30,91,64.27,100.22,-27.51,4.83
661,Metro,75.6,100,ID,2019-12-30,93,-5.11,105.31,75.6,5.1
662,Kijang,35.6,20,KR,2019-12-30,51,35.24,129.21,35.6,18.34
663,Paka,70.63,34,CF,2019-12-30,31,4.15,15.03,70.63,1.32
664,Rach Gia,77.0,20,VN,2019-12-30,94,10.02,105.08,77.0,8.05
665,Det Udom,71.6,4,TH,2019-12-30,83,14.9,105.08,71.6,8.05
666,Thanh Hoa,77.0,20,VN,2019-12-30,94,10.21,106.33,77.0,8.05
667,Xingyi,44.76,100,CN,2019-12-30,97,24.19,102.82,44.76,2.44
668,Ziyang,44.74,0,CN,2019-12-30,76,30.12,104.65,44.74,1.68
669,Beidao,23.85,0,CN,2019-12-30,59,34.57,105.89,23.85,4.23
670,Shitanjing,11.88,0,CN,2019-12-30,30,39.23,106.34,11.88,4.21
671,Mandalgovi,1.42,57,MN,2019-12-30,53,45.76,106.27,1.42,16.35
672,Petropavlovka,-18.38,0,RU,2019-12-30,78,50.61,105.32,-18.38,2.46
673,Zhigalovo,-20.13,44,RU,2019-12-30,94,54.81,105.15,-20.13,1.99
674,Vanavara,-9.0,100,RU,2019-12-30,97,60.35,102.28,-9.0,7.31
675,Yerbogachen,-11.15,100,RU,2019-12-30,96,61.28,108.01,-11.15,8.88
676,Bambanglipuro,76.23,100,ID,2019-12-30,90,-7.95,110.28,76.23,0.81
677,Mlonggo,81.0,100,ID,2019-12-30,95,-6.53,110.7,81.0,17.81
678,Pontianak,74.16,85,ID,2019-12-30,97,-0.02,109.34,74.16,1.97
679,Sibu,77.0,75,MY,2019-12-30,94,2.29,111.83,77.0,2.24
680,Quang Ngai,74.19,78,VN,2019-12-30,87,15.12,108.8,74.19,9.13
681,Lingao,71.29,100,CN,2019-12-30,91,19.91,109.69,71.29,16.13
682,Guilin,53.6,90,CN,2019-12-30,81,25.28,110.29,53.6,8.95
683,Enshi,37.13,100,CN,2019-12-30,74,30.29,109.48,37.13,2.66
684,Weinan,30.94,0,CN,2019-12-30,38,34.5,109.46,35.01,6.71
685,Dongsheng,39.97,56,CN,2019-12-30,71,29.72,112.52,39.97,14.72
686,Darhan,-16.58,0,MN,2019-12-30,79,49.49,105.92,-16.58,2.8
687,Krasnyy Chikoy,-20.65,12,RU,2019-12-30,92,50.36,108.75,-20.65,1.83
688,Kurumkan,-21.1,66,RU,2019-12-30,87,54.33,110.32,-21.1,1.45
689,Aykhal,-32.8,0,RU,2019-12-30,73,65.95,111.51,-32.8,4.47
690,Saskylakh,-32.21,0,RU,2019-12-30,96,71.97,114.09,-32.21,9.42
691,Karratha,84.25,57,AU,2019-12-30,85,-20.74,116.85,84.25,10.8
692,Denpasar,82.4,20,ID,2019-12-30,83,-8.65,115.22,82.4,4.7
693,Martapura,74.61,100,ID,2019-12-30,94,-3.41,114.85,74.61,0.72
694,Loa Janan,72.88,100,ID,2019-12-30,98,-0.58,117.09,72.88,2.04
695,Limbang,78.94,75,BN,2019-12-30,100,4.75,115.01,80.01,6.93
696,Aloleng,72.54,17,PH,2019-12-30,88,16.13,119.78,72.54,3.33
697,Shenzhen,69.06,20,CN,2019-12-30,77,22.54,114.05,72.0,13.87
698,Xiongzhou,31.15,0,CN,2019-12-30,59,32.34,118.83,33.8,6.71
699,Baisha,65.17,100,CN,2019-12-30,98,19.23,109.45,65.17,3.6
700,Heze,17.29,0,CN,2019-12-30,27,35.25,115.45,17.29,6.76
701,Xuanhua,-3.3,0,CN,2019-12-30,61,40.61,115.04,-3.3,3.67
702,Baruun-Urt,-4.72,0,MN,2019-12-30,72,46.68,113.28,-4.72,23.6
703,Nizhniy Tsasuchey,-10.55,46,RU,2019-12-30,72,50.52,115.13,-10.55,6.53
704,Taksimo,-28.44,69,RU,2019-12-30,98,56.36,114.84,-28.44,0.85
705,Lensk,-11.34,100,RU,2019-12-30,93,60.71,114.91,-11.34,11.9
706,Almaznyy,32.0,75,RU,2019-12-30,87,48.03,40.04,32.0,6.62
707,New Norfolk,55.47,20,AU,2019-12-30,47,-42.78,147.06,60.01,9.17
708,Northam,57.61,0,AU,2019-12-30,76,-31.65,116.67,57.99,5.82
709,Port Hedland,84.2,100,AU,2019-12-30,74,-20.31,118.58,84.2,12.75
710,Broome,41.79,0,GB,2019-12-30,93,52.47,1.45,44.01,6.93
711,Waingapu,84.07,100,ID,2019-12-30,73,-9.65,120.26,84.07,5.23
712,Sinjai,82.49,100,ID,2019-12-30,77,-5.12,120.25,82.49,7.29
713,Palu,67.12,100,ID,2019-12-30,93,-0.9,119.87,67.12,2.28
714,Parangan,80.42,100,PH,2019-12-30,80,5.08,119.94,80.42,6.71
715,Osmena,78.3,44,PH,2019-12-30,81,12.17,124.59,78.3,14.97
716,San Narciso,76.05,20,PH,2019-12-30,78,15.02,120.08,77.0,5.82
717,Davila,78.94,0,PH,2019-12-30,82,18.47,120.58,78.94,25.97
718,Fuyang,26.78,0,CN,2019-12-30,34,32.89,115.81,26.78,8.32
719,Rizhao,21.85,30,CN,2019-12-30,59,35.43,119.46,21.85,7.34
720,Qinhuangdao,8.28,0,CN,2019-12-30,43,39.94,119.59,8.28,5.97
721,Hailar,-15.29,100,CN,2019-12-30,92,49.2,119.7,-15.29,10.02
722,Tupik,-30.6,23,RU,2019-12-30,89,54.43,119.94,-30.6,2.68
723,Khani,42.8,75,GE,2019-12-30,87,41.96,42.96,42.8,2.24
724,Verkhnevilyuysk,-13.4,100,RU,2019-12-30,94,63.45,120.31,-13.4,6.51
725,Zhigansk,-21.93,100,RU,2019-12-30,95,66.77,123.37,-21.93,14.45
726,Esperance,51.8,4,AU,2019-12-30,81,-33.86,121.89,51.8,8.05
727,Yulara,77.0,62,AU,2019-12-30,65,-25.24,130.99,77.0,8.05
728,Kununurra,82.4,40,AU,2019-12-30,83,-15.77,128.74,82.4,5.82
729,Soe,42.93,90,EE,2019-12-30,100,57.91,26.05,44.01,14.99
730,Katobu,76.24,100,ID,2019-12-30,93,-4.94,122.53,76.24,1.57
731,Tondano,75.2,20,ID,2019-12-30,100,1.3,124.91,75.2,1.12
732,Sarangani,81.84,100,PH,2019-12-30,77,5.4,125.46,81.84,20.38
733,Macrohon,80.49,65,PH,2019-12-30,80,10.08,124.94,80.49,19.48
734,Pandan,79.48,44,PH,2019-12-30,79,11.72,122.09,79.48,20.8
735,Basco,31.3,90,US,2019-12-30,64,40.33,-91.2,33.01,20.8
736,Hirara,68.5,99,JP,2019-12-30,87,24.8,125.28,68.5,29.75
737,Shenjiamen,45.19,100,CN,2019-12-30,76,29.96,122.3,45.19,31.76
738,Seoul,17.87,1,KR,2019-12-30,57,37.57,126.98,19.4,6.93
739,Dandong,5.13,0,CN,2019-12-30,60,40.12,124.37,5.13,9.57
740,Qianguo,-14.82,0,CN,2019-12-30,82,45.12,124.86,-14.82,9.06
741,Nenjiang,-17.36,0,CN,2019-12-30,78,49.17,125.23,-17.36,4.18
742,Tynda,-35.23,0,RU,2019-12-30,97,55.15,124.74,-35.23,2.44
743,Nizhniy Kuranakh,-25.19,100,RU,2019-12-30,98,58.84,125.49,-25.19,1.7
744,Tiksi,-20.9,100,RU,2019-12-30,87,71.64,128.87,-20.9,10.76
745,Hobart,55.44,20,AU,2019-12-30,47,-42.88,147.33,60.01,9.17
746,Mount Gambier,51.8,18,AU,2019-12-30,76,-37.83,140.78,51.8,8.05
747,Port Lincoln,60.64,81,AU,2019-12-30,62,-34.72,135.86,60.64,10.58
748,Flinders,66.54,0,AU,2019-12-30,93,-34.58,150.85,71.01,9.71
749,Port Keats,84.4,40,AU,2019-12-30,81,-14.25,129.55,84.4,6.69
750,Amahai,82.0,100,ID,2019-12-30,87,-3.31,129.0,82.0,8.68
751,Sorong,73.0,97,ID,2019-12-30,97,-0.86,131.25,73.0,1.54
752,Pundaguitan,79.3,100,PH,2019-12-30,80,6.37,126.17,79.3,7.29
753,Bacolod,73.17,100,PH,2019-12-30,85,10.68,122.95,73.17,7.25
754,San Policarpo,80.58,1,PH,2019-12-30,79,12.18,125.51,80.58,13.44
755,Itoman,68.56,75,JP,2019-12-30,88,26.12,127.67,69.8,25.28
756,Gushikawa,68.58,90,JP,2019-12-30,88,26.35,127.87,69.8,14.99
757,Kaseda,49.3,63,JP,2019-12-30,78,31.42,130.32,49.3,18.16
758,Fukuma,49.33,90,JP,2019-12-30,66,33.77,130.47,51.8,18.34
759,Khasan,2.21,0,RU,2019-12-30,49,42.43,130.64,2.21,23.58
760,Chaihe,-12.06,42,CN,2019-12-30,83,44.77,129.68,-12.06,13.73
761,Novobureyskiy,-30.05,94,RU,2019-12-30,99,49.8,129.88,-30.05,2.1
762,Namtsy,-45.4,90,RU,2019-12-30,57,62.72,129.66,-45.4,3.22
763,Portland,24.35,90,US,2019-12-30,79,43.66,-70.25,28.99,9.17
764,Alice Springs,77.0,0,AU,2019-12-30,69,-23.7,133.88,77.0,8.05
765,Nabire,72.18,71,ID,2019-12-30,98,-3.36,135.5,72.18,1.01
766,Manokwari,72.1,77,ID,2019-12-30,83,-0.87,134.08,72.1,4.25
767,Kloulklubed,80.6,90,PW,2019-12-30,78,7.04,134.26,80.6,11.41
768,Airai,68.81,100,TL,2019-12-30,74,-8.93,125.41,68.81,0.72
769,Nishihara,42.1,75,JP,2019-12-30,81,35.74,139.53,46.4,1.12
770,Naze,80.6,1,NG,2019-12-30,78,5.43,7.07,80.6,5.21
771,Muroto,50.09,17,JP,2019-12-30,92,33.37,134.14,50.09,4.43
772,Nishiwaki,50.72,75,JP,2019-12-30,93,35.01,135.0,55.4,4.7
773,Preobrazheniye,-1.57,56,RU,2019-12-30,63,42.9,133.91,-1.57,11.65
774,Krasnorechenskiy,-9.89,67,RU,2019-12-30,74,44.63,135.35,-9.89,14.0
775,Litovko,-20.2,100,RU,2019-12-30,97,49.24,135.18,-20.2,6.96
776,Chumikan,-7.28,100,RU,2019-12-30,96,54.72,135.31,-7.28,10.36
777,Ust-Maya,-31.32,100,RU,2019-12-30,95,60.42,134.54,-31.32,1.92
778,Khandyga,-41.76,98,RU,2019-12-30,97,62.65,135.58,-41.76,1.12
779,Ust-Kuyga,-26.93,94,RU,2019-12-30,81,70.0,135.55,-26.93,4.79
780,Murray Bridge,59.11,13,AU,2019-12-30,76,-35.12,139.28,61.0,1.99
781,Broken Hill,66.2,0,AU,2019-12-30,52,-31.97,141.45,66.2,25.28
782,Mount Isa,80.4,0,AU,2019-12-30,63,-20.73,139.49,80.4,8.39
783,Alyangula,77.0,45,AU,2019-12-30,100,-13.85,136.42,77.0,4.7
784,Merauke,76.48,41,ID,2019-12-30,87,-8.49,140.4,76.48,3.8
785,Kiunga,74.34,100,PG,2019-12-30,98,-6.12,141.3,74.34,3.11
786,Vanimo,82.9,95,PG,2019-12-30,78,-2.67,141.3,82.9,12.95
787,Shingu,60.31,99,JP,2019-12-30,87,33.72,135.99,60.31,6.58
788,Shimoda,52.0,100,JP,2019-12-30,91,34.7,138.93,52.0,23.31
789,Kamogawa,48.85,75,JP,2019-12-30,81,35.13,140.08,63.0,1.12
790,Tenno,33.55,0,IT,2019-12-30,100,45.92,10.83,37.4,2.24
791,Wakkanai,32.18,100,JP,2019-12-30,93,45.41,141.67,32.18,9.24
792,Vysokogornyy,-14.3,100,RU,2019-12-30,99,50.1,139.13,-14.3,2.89
793,Mnogovershinnyy,-9.04,100,RU,2019-12-30,98,53.94,139.92,-9.04,2.46
794,Solnechnyy,-13.65,57,RU,2019-12-30,94,50.72,136.64,-13.65,2.17
795,Ust-Nera,-35.36,74,RU,2019-12-30,100,64.57,143.24,-35.36,1.1
796,Deputatskiy,-21.78,96,RU,2019-12-30,66,69.3,139.9,-21.78,1.1
797,Burnie,58.5,0,AU,2019-12-30,56,-41.05,145.91,59.0,10.0
798,Deniliquin,71.33,30,AU,2019-12-30,65,-35.53,144.96,71.33,11.54
799,Emerald,70.77,7,AU,2019-12-30,68,-23.53,148.16,71.6,4.7
800,Charters Towers,74.26,3,AU,2019-12-30,82,-20.07,146.27,74.26,1.36
801,Mareeba,72.12,40,AU,2019-12-30,83,-16.99,145.42,75.2,4.7
802,Daru,78.21,51,PG,2019-12-30,86,-9.07,143.21,78.21,3.24
803,Madang,16.3,96,CN,2019-12-30,57,35.32,102.79,16.3,0.78
804,Lorengau,82.72,0,PG,2019-12-30,74,-2.02,147.27,82.72,6.71
805,Tateyama,55.02,80,JP,2019-12-30,62,36.66,137.31,57.0,4.0
806,Katsuura,54.79,40,JP,2019-12-30,71,33.93,134.5,57.2,11.41
807,Hasaki,42.17,75,JP,2019-12-30,93,35.73,140.83,43.0,1.12
808,Kushiro,45.95,97,JP,2019-12-30,93,43.11,144.15,45.95,16.49
809,Abashiri,41.68,28,JP,2019-12-30,90,44.01,144.25,41.68,17.58
810,Poronaysk,13.5,100,RU,2019-12-30,92,49.22,143.1,13.5,9.57
811,Okha,-2.6,100,RU,2019-12-30,96,53.59,142.95,-2.6,15.57
812,Okhotsk,8.65,100,RU,2019-12-30,74,59.36,143.24,8.65,15.03
813,Belaya Gora,-32.03,0,RU,2019-12-30,75,68.54,146.19,-32.03,1.52
814,Chokurdakh,-29.45,38,RU,2019-12-30,80,70.62,147.9,-29.45,3.11
815,Bluff,72.97,65,AU,2019-12-30,76,-23.58,149.07,72.97,8.61
816,Lakes Entrance,64.99,100,AU,2019-12-30,70,-37.88,147.99,64.99,1.99
817,Goulburn,66.99,0,AU,2019-12-30,40,-34.75,149.72,66.99,15.68
818,Narrabri,77.31,0,AU,2019-12-30,31,-30.33,149.78,78.8,14.99
819,Biloela,70.66,0,AU,2019-12-30,69,-24.4,150.51,70.66,4.27
820,Mackay,18.5,75,CA,2019-12-30,92,53.65,-115.58,19.4,6.93
821,Samarai,78.58,72,PG,2019-12-30,79,-10.62,150.67,78.58,0.87
822,Kimbe,76.89,76,PG,2019-12-30,91,-5.56,150.15,76.89,1.83
823,Kavieng,84.06,93,PG,2019-12-30,69,-2.57,150.8,84.06,5.26
824,Kamaishi,45.57,61,JP,2019-12-30,86,39.28,141.86,45.57,10.49
825,Vostok,-17.16,100,RU,2019-12-30,98,46.45,135.83,-17.16,4.9
826,Magadan,13.53,100,RU,2019-12-30,74,59.56,150.8,13.53,18.66
827,Arman,15.87,100,RU,2019-12-30,70,59.7,150.17,15.87,13.78
828,Zyryanka,-26.99,0,RU,2019-12-30,93,65.73,150.89,-26.99,6.35
829,Batemans Bay,91.99,0,AU,2019-12-30,17,-35.71,150.18,91.99,1.01
830,Nelson Bay,72.36,30,AU,2019-12-30,64,-32.72,152.14,73.99,5.82
831,Hervey Bay,70.05,90,AU,2019-12-30,94,-25.3,152.85,72.0,10.29
832,Yeppoon,71.6,69,AU,2019-12-30,78,-23.13,150.74,71.6,5.82
833,Gizo,48.49,0,IL,2019-12-30,62,31.8,34.94,55.4,6.93
834,Arawa,75.16,100,ID,2019-12-30,95,-3.93,119.75,75.16,1.28
835,Namatanai,82.69,96,PG,2019-12-30,77,-3.66,152.44,82.69,4.68
836,Severo-Kurilsk,24.28,91,RU,2019-12-30,88,50.68,156.12,24.28,11.27
837,Sobolevo,32.68,100,RU,2019-12-30,68,54.43,31.9,32.68,18.88
838,Dukat,50.0,81,AL,2019-12-30,31,40.25,19.57,50.0,1.01
839,Srednekolymsk,-31.7,0,RU,2019-12-30,99,67.46,153.71,-31.7,3.98
840,Tuatapere,55.99,65,NZ,2019-12-30,89,-46.13,167.69,55.99,1.99
841,Te Anau,57.56,0,NZ,2019-12-30,81,-45.41,167.72,57.56,4.07
842,Port Macquarie,62.19,0,AU,2019-12-30,77,-31.43,152.91,64.99,1.12
843,Byron Bay,68.14,40,AU,2019-12-30,100,-28.65,153.62,73.0,4.7
844,Koumac,77.0,19,NC,2019-12-30,71,-20.56,164.28,77.0,4.07
845,Poum,28.4,20,MK,2019-12-30,63,41.28,20.71,28.4,5.82
846,Kirakira,80.17,0,SB,2019-12-30,70,-10.46,161.92,80.17,2.8
847,Honiara,73.4,20,SB,2019-12-30,94,-9.43,159.96,73.4,2.24
848,Buala,80.78,13,SB,2019-12-30,80,-8.15,159.59,80.78,2.75
849,Kieta,80.65,100,PG,2019-12-30,74,-6.22,155.63,80.65,4.92
850,Butaritari,83.25,100,KI,2019-12-30,74,3.07,172.79,83.25,11.16
851,Petropavlovsk-Kamchatskiy,3.2,0,RU,2019-12-30,84,53.05,158.65,3.2,8.95
852,Milkovo,38.28,20,BG,2019-12-30,64,41.53,24.68,43.0,8.05
853,Palana,-2.22,0,RU,2019-12-30,48,59.08,159.95,-2.22,4.76
854,Evensk,-15.83,13,RU,2019-12-30,25,61.92,159.24,-15.83,3.09
855,Cherskiy,-35.28,28,RU,2019-12-30,100,68.75,161.3,-35.28,3.71
856,Ahipara,66.99,40,NZ,2019-12-30,98,-35.17,173.16,66.99,15.3
857,Vao,42.44,98,EE,2019-12-30,86,59.1,26.19,42.44,12.71
858,Noumea,75.85,90,NC,2019-12-30,83,-22.28,166.46,78.01,1.12
859,Pouebo,77.0,19,NC,2019-12-30,71,-20.4,164.57,77.0,4.07
860,Luganville,78.49,38,VU,2019-12-30,79,-15.51,167.18,78.49,3.78
861,Lata,7.99,94,IN,2019-12-30,52,30.78,78.62,7.99,6.06
862,Auki,65.89,0,NG,2019-12-30,18,12.18,6.51,65.89,9.37
863,Tilichiki,-16.71,0,RU,2019-12-30,61,60.47,166.1,-16.71,7.11
864,Bilibino,-32.17,91,RU,2019-12-30,99,68.06,166.44,-32.17,0.31
865,Pevek,-22.86,100,RU,2019-12-30,99,69.7,170.27,-22.86,6.91
866,Kaitangata,60.01,0,NZ,2019-12-30,75,-46.28,169.85,60.01,7.0
867,Ranfurly,23.61,0,CA,2019-12-30,82,53.41,-111.68,23.61,8.63
868,Westport,39.24,90,US,2019-12-30,93,41.14,-73.36,43.0,27.51
869,Isangel,76.82,35,VU,2019-12-30,83,-19.55,169.27,76.82,16.69
870,Sola,65.34,78,TZ,2019-12-30,89,-3.17,33.8,65.34,0.74
871,Dunedin,57.0,0,NZ,2019-12-30,79,-45.87,170.5,57.0,11.99
872,Christchurch,59.0,0,NZ,2019-12-30,82,-43.53,172.64,63.0,9.17
873,Wanganui,62.91,0,NZ,2019-12-30,55,-39.93,175.05,64.99,8.01
874,Ngunguru,62.4,0,NZ,2019-12-30,77,-35.62,174.5,64.0,8.01
875,Kaeo,63.95,5,NZ,2019-12-30,98,-35.1,173.78,66.99,3.49
876,Vila,34.86,0,IT,2019-12-30,93,45.18,8.4,37.0,2.24
877,Beringovskiy,-16.35,0,RU,2019-12-30,96,63.05,179.32,-16.35,16.87
878,Anadyr,-25.29,0,RU,2019-12-30,74,64.73,177.51,-25.01,11.18
879,Komsomolskiy,12.06,100,RU,2019-12-30,92,67.55,63.78,12.06,16.55
880,Leningradskiy,-19.73,100,RU,2019-12-30,95,69.38,178.42,-19.73,22.08
